fips,state,county,snap_auth_stores_17,snap_auth_stores_chg_12_17,snap_bens_per_cap_17,snap_bens_per_cap_chg_12_17,school_lunch_prog_17,school_lunch_prog_chg_12_17,school_bfast_prog_17,school_bfast_prog_chg_12_17,smr_food_prog_17,smr_food_prog_12_17,wic_parts_pop_17,wic_parts_pop_12_17,food_banks_18
1059,AL,Franklin,230148.4519,-33.96838437,20.32068634,-25.62147141,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1061,AL,Geneva,209348.2278,-39.92531739,21.49489594,-25.99856377,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1063,AL,Greene,109714.8566,-26.81807812,40.10604095,-18.22986031,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1065,AL,Hale,225814.7635,-23.68006278,29.28931427,-13.98014355,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1067,AL,Henry,124707.1319,-8.286767977,19.34254837,-21.71572113,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1069,AL,Houston,246409.5528,-25.36747877,21.04776382,-15.25249863,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1071,AL,Jackson,163199.5805,-26.00173791,15.74710846,-30.14169502,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1073,AL,Jefferson,274152.5947,-24.8550742,20.02183533,-18.66003418,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1075,AL,Lamar,154912.9328,-35.86996045,21.72068405,-17.26974487,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1077,AL,Lauderdale,174954.7226,-36.17416115,13.49355602,-27.09820747,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1079,AL,Lawrence,216785.0514,-19.02777768,20.68141174,-15.81756401,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1081,AL,Lee,236835.2407,-30.16335428,12.26093864,-22.93599129,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1083,AL,Limestone,174496.4239,-33.81189055,11.63552284,-35.55108643,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1085,AL,Lowndes,116757.3819,-8.146582292,44.06510544,-15.59732723,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1087,AL,Macon,254555.4356,-51.34936066,35.59050751,-32.70682907,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1089,AL,Madison,243286.6262,-19.18165409,13.2136898,-10.69249153,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1091,AL,Marengo,376239.5658,-4.94517035,27.28172112,-15.80813408,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1093,AL,Marion,308877.2793,-15.7195977,19.45831871,-24.69500923,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1095,AL,Marshall,263520.1931,-27.36003527,18.91806602,-18.6581459,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1097,AL,Mobile,268164.0977,-21.36853133,25.63563728,-18.50885773,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1099,AL,Monroe,231100.9298,-29.59735713,22.67079353,-26.49781609,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1101,AL,Montgomery,393956.205,-19.79299295,29.07139969,-10.13769722,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1103,AL,Morgan,201213.5517,-30.06438311,16.18722153,-15.82761192,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1105,AL,Perry,225434.972,1.804284938,44.20530319,-24.91672707,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1107,AL,Pickens,140031.3539,-26.56111786,19.90401077,-27.72055817,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1109,AL,Pike,279291.0934,-11.20753066,24.3133831,-21.71855545,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1111,AL,Randolph,239240.4826,-38.33204424,25.23526001,-25.19229889,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1113,AL,Russell,335457.5841,-37.04063405,28.01151085,-23.59796143,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1115,AL,St. Clair,189329.6436,-39.02549325,14.137537,-28.39949417,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1117,AL,Shelby,169724.2279,-34.6334411,7.27120924,-23.93145752,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1119,AL,Sumter,162976.9366,-38.45670572,34.1819725,-21.70651817,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1121,AL,Talladega,181947.3956,-35.59876679,19.40922928,-30.12336922,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1123,AL,Tallapoosa,223794.6369,-44.97629555,21.4432621,-23.14694786,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1125,AL,Tuscaloosa,256168.3335,-19.12742552,14.91018295,-20.17475128,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,1
1127,AL,Walker,240337.408,-31.1646085,20.17312431,-19.22520065,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1129,AL,Washington,102199.5096,31.04234246,21.43951797,-13.5017643,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1131,AL,Wilcox,98857.29013,-18.70145899,47.55574036,-15.48359489,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
1133,AL,Winston,186238.2232,-22.96459467,15.10904121,-24.3682766,63.12658957,-5.099453542,33.47535394,6.269025798,6.369005538,3.208685689,2.543569611,-0.404112671,0
2013,AK,Aleutians East,66573.378,-20.52252766,8.506429672,-25.87627792,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2016,AK,Aleutians West,,,4.251257896,-38.5116806,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2020,AK,Anchorage,512195.135,-4.223953396,16.57573318,5.864350796,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,1
2050,AK,Bethel,466936.864,36.08443778,103.5950089,12.75496483,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2060,AK,Bristol Bay,,,19.89619446,16.9896183,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2068,AK,Denali,,,11.81292152,12.28647995,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2070,AK,Dillingham,461380.7713,36.10674522,68.44755554,12.32050896,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2090,AK,Fairbanks North Star,525898.7354,-20.82034849,11.0102005,-2.999398232,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,1
2100,AK,Haines,,,8.247558594,-32.67902756,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2105,AK,Hoonah-Angoon,,,36.67443848,12.88892078,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2110,AK,Juneau,526015.3508,7.515422375,15.73502827,0.804794967,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,1
2122,AK,Kenai Peninsula,292157.6982,-3.430294958,15.91119766,7.160506248,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,1
2130,AK,Ketchikan Gateway,412177.7973,-26.70296205,24.74258995,-0.277475864,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2150,AK,Kodiak Island,176145.6804,-14.44978919,8.83650589,-27.4106617,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,1
2164,AK,Lake and Peninsula,96698.74889,37.25561894,52.52057648,13.32059765,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2170,AK,Matanuska-Susitna,495103.9295,-3.95883621,16.76022148,-5.014260769,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2180,AK,Nome,429378.5759,26.69844343,89.62470245,5.623544216,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2185,AK,North Slope,253788.1049,-12.79517892,26.67314148,-7.672828197,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2188,AK,Northwest Arctic,341286.3341,8.187390706,87.6496582,9.233136177,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2195,AK,Petersburg,,,20.31900787,-8.207544327,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2198,AK,Prince of Wales-Hyder,,,27.93729591,-13.2300415,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2220,AK,Sitka,,,10.92377377,-29.60408211,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2230,AK,Skagway,,,2.304811239,-92.19489288,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2240,AK,Southeast Fairbanks,216785.9577,-2.736061686,21.1599884,-15.57194138,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2261,AK,Valdez-Cordova,81587.96561,7.291980771,15.69124126,3.679345131,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2270,AK,Wade Hampton,,,,,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2275,AK,Wrangell,,,14.34615898,-17.85412025,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2282,AK,Yakutat,,,12.39669418,-44.19386673,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
2290,AK,Yukon-Koyukuk,90585.07642,-0.383632477,74.77477264,-13.41112232,40.59582934,0.065282488,20.28288425,4.678930475,3.757415953,0.253826672,2.458541447,-0.958053948,0
4001,AZ,Apache,399120.1207,3.218611397,42.00997925,-13.64626694,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4003,AZ,Cochise,322208.8755,-6.345171274,20.31699181,-7.655177116,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4005,AZ,Coconino,340925.3404,-33.35341973,16.72633553,-26.15036201,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4007,AZ,Gila,383256.2109,-16.26791341,27.3297081,-16.84852028,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4009,AZ,Graham,383764.1439,-21.8092374,20.13158607,-23.66944313,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4011,AZ,Greenlee,78616.51339,-18.65211933,11.01709843,-30.4869442,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4012,AZ,La Paz,149999.1529,-20.32389185,20.35904312,-22.71735191,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4013,AZ,Maricopa,325480.1339,-28.08959137,13.36654854,-32.47264862,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,1
4015,AZ,Mohave,338195.3227,-37.8900309,20.16007042,-26.52035141,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4017,AZ,Navajo,441813.4142,-27.28362942,33.54182816,-21.21245003,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4019,AZ,Pima,344219.0556,-25.28578964,16.7211113,-25.00757599,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,1
4021,AZ,Pinal,374025.7861,-24.7087143,14.18481731,-25.01974297,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4023,AZ,Santa Cruz,593721.0749,-15.08384403,28.17269707,-10.68589401,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,0
4025,AZ,Yavapai,181999.0949,-45.11965049,10.05180359,-44.64096069,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,1
4027,AZ,Yuma,537500.4913,-9.938219995,22.05381584,-12.23419189,53.73013542,-2.923685418,26.49944036,3.015138251,1.035726284,-1.320774662,2.18791585,-0.764526903,1
5001,AR,Arkansas,220295.8974,-35.66594648,18.29743385,-26.3557415,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5003,AR,Ashley,237844.1034,-18.85415396,18.61575317,-31.76883888,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5005,AR,Baxter,180039.3074,-41.0010939,11.6874218,-31.86433792,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,1
5007,AR,Benton,159343.4274,-40.2508058,5.626799583,-48.5435257,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,1
5009,AR,Boone,247721.7708,-16.42093854,13.38023758,-32.84440613,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5011,AR,Bradley,221326.7112,-35.69289936,21.43163872,-27.2089138,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5013,AR,Calhoun,38885.9275,-39.15415587,10.52982616,-36.42353821,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5015,AR,Carroll,162865.6332,-23.48896782,10.14230824,-33.2434082,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5017,AR,Chicot,86819.80725,-63.28826585,26.72527313,-26.46041489,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5019,AR,Clark,178648.5435,-51.73993421,11.34885406,-36.78456497,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5021,AR,Clay,114936.1506,-23.58705029,11.8911972,-26.18057632,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5023,AR,Cleburne,127860.3604,-33.11336156,10.1804533,-29.1660347,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5025,AR,Cleveland,120053.0325,25.75695307,16.97756577,-25.22341537,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5027,AR,Columbia,279013.4855,-29.97070985,17.37771797,-33.78627396,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5029,AR,Conway,160679.2723,-47.98259458,15.76544285,-34.14206696,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5031,AR,Craighead,206913.918,-31.82178197,13.25211239,-32.86268997,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,1
5033,AR,Crawford,208769.5432,-42.33778473,12.95452595,-37.71665192,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5035,AR,Crittenden,273237.3612,-30.65590363,29.33333397,-22.30049133,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5037,AR,Cross,191542.0677,-29.25226273,16.5500412,-21.85406303,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5039,AR,Dallas,118923.8873,-50.33887705,14.8676672,-37.20814133,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5041,AR,Desha,252773.9374,-21.00585902,25.16151047,-31.84051704,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5043,AR,Drew,283599.0158,-45.61095193,17.66682816,-33.81196213,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5045,AR,Faulkner,226067.1912,-38.00745591,10.26857185,-29.68643379,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5047,AR,Franklin,127583.4724,-55.42442805,13.00540352,-38.87857819,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5049,AR,Fulton,110537.8998,-28.56589297,15.56062508,-18.8981514,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5051,AR,Garland,259480.5741,-32.60261092,15.60441113,-18.78279686,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5053,AR,Grant,162212.2014,-45.03698553,10.60647774,-32.59104919,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5055,AR,Greene,226809.7603,-42.94714077,14.62166786,-33.74168777,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5057,AR,Hempstead,261491.7182,-46.35764523,15.42320442,-38.41098404,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5059,AR,Hot Spring,167979.6227,-28.7105914,14.08580017,-27.6439209,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5061,AR,Howard,164833.7983,-56.38367278,17.00920105,-25.94774437,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5063,AR,Independence,227480.565,-22.42462495,12.4453392,-34.6529007,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5065,AR,Izard,83983.98947,-16.28723597,11.48375511,-36.6723938,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5067,AR,Jackson,189875.2763,-35.36679212,18.86489677,-28.16101074,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5069,AR,Jefferson,264481.5658,-28.60079146,23.96247864,-30.19763756,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5071,AR,Johnson,211061.4549,-40.86930914,16.61833382,-23.13389397,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5073,AR,Lafayette,47301.68714,-43.60892183,17.47546959,-33.30966949,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5075,AR,Lawrence,113260.642,-31.03993124,14.56379223,-31.29949379,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5077,AR,Lee,191786.016,-30.33977144,26.89988327,-28.38960648,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5079,AR,Lincoln,113395.1669,-54.82521896,13.71586323,-40.15394974,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5081,AR,Little River,144485.3462,-37.14337059,15.09021759,-31.34593201,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5083,AR,Logan,178745.4804,-49.45738726,15.11524391,-43.02625656,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
5085,AR,Lonoke,146144.6464,-48.06697063,9.9716959,-34.20935822,60.94207355,-7.117925725,35.85341639,4.249340459,4.566560765,-0.547464621,2.546983819,-0.650238961,0
